,image_path,class_id
735,.\train\00018\01085_00000.png,18
736,.\train\00018\01085_00001.png,18
737,.\train\00018\01085_00002.png,18
738,.\train\00018\01086_00000.png,18
739,.\train\00018\01086_00001.png,18
740,.\train\00018\01086_00002.png,18
741,.\train\00018\01087_00000.png,18
742,.\train\00018\01087_00001.png,18
743,.\train\00018\01087_00002.png,18
744,.\train\00018\01121_00000.png,18
745,.\train\00018\01121_00001.png,18
746,.\train\00018\01121_00002.png,18
747,.\train\00018\01640_00000.png,18
748,.\train\00018\01640_00001.png,18
749,.\train\00018\01640_00002.png,18
750,.\train\00018\01943_00000.png,18
751,.\train\00018\01943_00001.png,18
752,.\train\00018\01943_00002.png,18
753,.\train\00018\01947_00000.png,18
754,.\train\00018\01947_00001.png,18
755,.\train\00018\01947_00002.png,18
756,.\train\00019\00006_00000.png,19
757,.\train\00019\00006_00001.png,19
758,.\train\00019\00006_00002.png,19
759,.\train\00019\00015_00000.png,19
760,.\train\00019\00015_00001.png,19
761,.\train\00019\00015_00002.png,19
762,.\train\00019\00056_00000.png,19
763,.\train\00019\00056_00001.png,19
764,.\train\00019\00056_00002.png,19
765,.\train\00019\00058_00000.png,19
766,.\train\00019\00058_00001.png,19
767,.\train\00019\00058_00002.png,19
768,.\train\00019\00066_00000.png,19
769,.\train\00019\00066_00001.png,19
770,.\train\00019\00066_00002.png,19
771,.\train\00019\00072_00000.png,19
772,.\train\00019\00072_00001.png,19
773,.\train\00019\00095_00000.png,19
774,.\train\00019\00095_00001.png,19
775,.\train\00019\00095_00002.png,19
776,.\train\00019\00096_00000.png,19
777,.\train\00019\00096_00001.png,19
778,.\train\00019\00096_00002.png,19
779,.\train\00019\00114_00000.png,19
780,.\train\00019\00114_00001.png,19
781,.\train\00019\00114_00002.png,19
782,.\train\00019\00126_00000.png,19
783,.\train\00019\00126_00001.png,19
784,.\train\00019\00126_00002.png,19
785,.\train\00019\00133_00000.png,19
786,.\train\00019\00133_00001.png,19
787,.\train\00019\00133_00002.png,19
788,.\train\00019\00146_00000.png,19
789,.\train\00019\00146_00001.png,19
790,.\train\00019\00146_00002.png,19
791,.\train\00019\00149_00000.png,19
792,.\train\00019\00149_00001.png,19
793,.\train\00019\00149_00002.png,19
794,.\train\00019\00170_00000.png,19
795,.\train\00019\00170_00001.png,19
796,.\train\00019\00170_00002.png,19
797,.\train\00019\00459_00000.png,19
798,.\train\00019\00459_00001.png,19
799,.\train\00019\00459_00002.png,19
800,.\train\00019\00610_00000.png,19
801,.\train\00019\00610_00001.png,19
802,.\train\00019\00610_00002.png,19
803,.\train\00019\00729_00000.png,19
804,.\train\00019\00729_00001.png,19
805,.\train\00019\00729_00002.png,19
806,.\train\00019\00805_00000.png,19
807,.\train\00019\00805_00001.png,19
808,.\train\00019\00805_00002.png,19
809,.\train\00019\00811_00000.png,19
810,.\train\00019\00811_00001.png,19
811,.\train\00019\00811_00002.png,19
812,.\train\00019\00816_00000.png,19
813,.\train\00019\00816_00001.png,19
814,.\train\00019\00816_00002.png,19
815,.\train\00019\00816_00003.png,19
816,.\train\00019\00841_00000.png,19
817,.\train\00019\00841_00001.png,19
818,.\train\00019\00841_00002.png,19
819,.\train\00019\00854_00000.png,19
820,.\train\00019\00854_00001.png,19
821,.\train\00019\00854_00002.png,19
822,.\train\00019\00860_00000.png,19
823,.\train\00019\00860_00001.png,19
824,.\train\00019\00860_00002.png,19
825,.\train\00019\00916_00000.png,19
826,.\train\00019\00916_00001.png,19
827,.\train\00019\00916_00002.png,19
828,.\train\00019\00918_00000.png,19
829,.\train\00019\00918_00001.png,19
830,.\train\00019\00918_00002.png,19
831,.\train\00019\00923_00000.png,19
832,.\train\00019\00923_00001.png,19
833,.\train\00019\00923_00002.png,19
834,.\train\00019\00934_00000.png,19
835,.\train\00019\00934_00001.png,19
836,.\train\00019\00934_00002.png,19
837,.\train\00019\00942_00000.png,19
838,.\train\00019\00942_00001.png,19
839,.\train\00019\00960_00000.png,19
840,.\train\00019\00960_00001.png,19
841,.\train\00019\00960_00002.png,19
842,.\train\00019\00963_00000.png,19
843,.\train\00019\00963_00001.png,19
844,.\train\00019\00963_00002.png,19
845,.\train\00019\00964_00000.png,19
846,.\train\00019\00964_00001.png,19
847,.\train\00019\00964_00002.png,19
848,.\train\00019\00967_00000.png,19
849,.\train\00019\00967_00001.png,19
850,.\train\00019\00967_00002.png,19
851,.\train\00019\00970_00000.png,19
852,.\train\00019\00970_00001.png,19
853,.\train\00019\00970_00002.png,19
854,.\train\00019\00980_00000.png,19
855,.\train\00019\00980_00001.png,19
856,.\train\00019\00980_00002.png,19
857,.\train\00019\00981_00000.png,19
858,.\train\00019\00981_00001.png,19
859,.\train\00019\00981_00002.png,19
860,.\train\00019\00982_00000.png,19
861,.\train\00019\00982_00001.png,19
862,.\train\00019\00982_00002.png,19
863,.\train\00019\00983_00000.png,19
864,.\train\00019\00983_00001.png,19
865,.\train\00019\00983_00002.png,19
866,.\train\00019\01001_00000.png,19
867,.\train\00019\01001_00001.png,19
868,.\train\00019\01001_00002.png,19
869,.\train\00019\01010_00000.png,19
870,.\train\00019\01010_00001.png,19
871,.\train\00019\01010_00002.png,19
872,.\train\00019\01038_00000.png,19
873,.\train\00019\01038_00001.png,19
874,.\train\00019\01038_00002.png,19
875,.\train\00019\01039_00000.png,19
876,.\train\00019\01039_00001.png,19
877,.\train\00019\01039_00002.png,19
878,.\train\00019\01101_00000.png,19
879,.\train\00019\01101_00001.png,19
880,.\train\00019\01101_00002.png,19
881,.\train\00019\01106_00000.png,19
882,.\train\00019\01106_00001.png,19
883,.\train\00019\01106_00002.png,19
884,.\train\00019\01131_00000.png,19
885,.\train\00019\01131_00001.png,19
886,.\train\00019\01131_00002.png,19
887,.\train\00019\01190_00000.png,19
888,.\train\00019\01190_00001.png,19
889,.\train\00019\01190_00002.png,19
890,.\train\00019\01203_00000.png,19
891,.\train\00019\01203_00001.png,19
892,.\train\00019\01203_00002.png,19
893,.\train\00019\01204_00000.png,19
894,.\train\00019\01204_00001.png,19
895,.\train\00019\01204_00002.png,19
896,.\train\00019\01205_00000.png,19
897,.\train\00019\01205_00001.png,19
898,.\train\00019\01205_00002.png,19
899,.\train\00019\01207_00000.png,19
900,.\train\00019\01207_00001.png,19
901,.\train\00019\01207_00002.png,19
902,.\train\00019\01209_00000.png,19
903,.\train\00019\01209_00001.png,19
904,.\train\00019\01209_00002.png,19
905,.\train\00019\01212_00000.png,19
906,.\train\00019\01212_00001.png,19
907,.\train\00019\01212_00002.png,19
908,.\train\00019\01214_00000.png,19
909,.\train\00019\01214_00001.png,19
910,.\train\00019\01214_00002.png,19
911,.\train\00019\01222_00000.png,19
912,.\train\00019\01222_00001.png,19
913,.\train\00019\01222_00002.png,19
914,.\train\00019\01227_00000.png,19
915,.\train\00019\01227_00001.png,19
916,.\train\00019\01227_00002.png,19
917,.\train\00019\01229_00000.png,19
918,.\train\00019\01229_00001.png,19
919,.\train\00019\01229_00002.png,19
920,.\train\00019\01311_00000.png,19
921,.\train\00019\01311_00001.png,19
922,.\train\00019\01311_00002.png,19
923,.\train\00019\01317_00000.png,19
924,.\train\00019\01317_00001.png,19
925,.\train\00019\01317_00002.png,19
926,.\train\00019\01344_00000.png,19
927,.\train\00019\01344_00001.png,19
928,.\train\00019\01344_00002.png,19
929,.\train\00019\01349_00000.png,19
930,.\train\00019\01349_00001.png,19
931,.\train\00019\01349_00002.png,19
932,.\train\00019\01355_00000.png,19
933,.\train\00019\01355_00001.png,19
934,.\train\00019\01355_00002.png,19
935,.\train\00019\01368_00000.png,19
936,.\train\00019\01368_00001.png,19
937,.\train\00019\01368_00002.png,19
938,.\train\00019\01377_00000.png,19
939,.\train\00019\01377_00001.png,19
940,.\train\00019\01459_00000.png,19
941,.\train\00019\01459_00001.png,19
942,.\train\00019\01513_00000.png,19
943,.\train\00019\01513_00001.png,19
944,.\train\00019\01513_00002.png,19
945,.\train\00019\01571_00000.png,19
946,.\train\00019\01571_00001.png,19
947,.\train\00019\01571_00002.png,19
948,.\train\00019\01579_00000.png,19
949,.\train\00019\01579_00001.png,19
950,.\train\00019\01579_00002.png,19
951,.\train\00019\01604_00000.png,19
952,.\train\00019\01604_00001.png,19
953,.\train\00019\01604_00002.png,19
954,.\train\00019\01720_00000.png,19
955,.\train\00019\01720_00001.png,19
956,.\train\00019\01720_00002.png,19
957,.\train\00019\01749_00000.png,19
958,.\train\00019\01749_00001.png,19
959,.\train\00019\01749_00002.png,19
960,.\train\00019\01829_00000.png,19
961,.\train\00019\01829_00001.png,19
962,.\train\00019\01829_00002.png,19
963,.\train\00019\01874_00000.png,19
964,.\train\00019\01874_00001.png,19
965,.\train\00019\01874_00002.png,19
966,.\train\00019\01876_00000.png,19
967,.\train\00019\01876_00001.png,19
968,.\train\00019\01876_00002.png,19
969,.\train\00019\01891_00000.png,19
970,.\train\00019\01891_00001.png,19
971,.\train\00019\01891_00002.png,19
972,.\train\00019\01895_00000.png,19
973,.\train\00019\01895_00001.png,19
974,.\train\00019\01895_00002.png,19
975,.\train\00019\01906_00000.png,19
976,.\train\00019\01906_00001.png,19
977,.\train\00019\01906_00002.png,19
978,.\train\00019\01928_00000.png,19
979,.\train\00019\01928_00001.png,19
980,.\train\00019\01928_00002.png,19
981,.\train\00019\01936_00000.png,19
982,.\train\00019\01936_00001.png,19
983,.\train\00019\01936_00002.png,19
984,.\train\00019\01962_00000.png,19
985,.\train\00019\01962_00001.png,19
986,.\train\00019\01962_00002.png,19
987,.\train\00020\00230_00000.png,20
988,.\train\00020\00230_00001.png,20
989,.\train\00020\00230_00002.png,20
990,.\train\00020\00231_00000.png,20
991,.\train\00020\00231_00001.png,20
992,.\train\00020\00231_00002.png,20
993,.\train\00020\00332_00000.png,20
994,.\train\00020\00332_00001.png,20
995,.\train\00020\00332_00002.png,20
996,.\train\00020\01594_00000.png,20
997,.\train\00020\01594_00001.png,20
998,.\train\00020\01594_00002.png,20
999,.\train\00020\01755_00000.png,20
1000,.\train\00020\01755_00001.png,20
1001,.\train\00020\01755_00002.png,20
1002,.\train\00020\01834_00000.png,20
1003,.\train\00020\01834_00001.png,20
1004,.\train\00020\01834_00002.png,20
1005,.\train\00020\01836_00000.png,20
1006,.\train\00020\01836_00001.png,20
1007,.\train\00020\01836_00002.png,20
1008,.\train\00020\01855_00000.png,20
1009,.\train\00020\01855_00001.png,20
1010,.\train\00020\01855_00002.png,20
1011,.\train\00020\01859_00000.png,20
1012,.\train\00020\01859_00001.png,20
1013,.\train\00020\01859_00002.png,20
1014,.\train\00020\01865_00000.png,20
1015,.\train\00020\01865_00001.png,20
1016,.\train\00020\01865_00002.png,20
1017,.\train\00020\01900_00000.png,20
1018,.\train\00020\01900_00001.png,20
1019,.\train\00020\01900_00002.png,20
1020,.\train\00020\01925_00000.png,20
1021,.\train\00020\01925_00001.png,20
1022,.\train\00020\01925_00002.png,20
1023,.\train\00020\01968_00000.png,20
1024,.\train\00020\01968_00001.png,20
1025,.\train\00020\01968_00002.png,20
1026,.\train\00020\01970_00000.png,20
1027,.\train\00020\01970_00001.png,20
1028,.\train\00020\01970_00002.png,20
1029,.\train\00021\00375_00000.png,21
1030,.\train\00021\00375_00001.png,21
1031,.\train\00021\00375_00002.png,21
1032,.\train\00021\00478_00000.png,21
1033,.\train\00021\00478_00001.png,21
1034,.\train\00021\00478_00002.png,21
1035,.\train\00021\00546_00000.png,21
1036,.\train\00021\00546_00001.png,21
1037,.\train\00021\00546_00002.png,21
1038,.\train\00021\00554_00000.png,21
1039,.\train\00021\00554_00001.png,21
1040,.\train\00021\00554_00002.png,21
1041,.\train\00021\00684_00000.png,21
1042,.\train\00021\00684_00001.png,21
1043,.\train\00021\00684_00002.png,21
1044,.\train\00021\00685_00000.png,21
1045,.\train\00021\00685_00001.png,21
1046,.\train\00021\00685_00002.png,21
1047,.\train\00021\00715_00000.png,21
1048,.\train\00021\00715_00001.png,21
1049,.\train\00021\00715_00002.png,21
1050,.\train\00021\00715_00003.png,21
1051,.\train\00021\01162_00000.png,21
1052,.\train\00021\01162_00001.png,21
1053,.\train\00021\01162_00002.png,21
1054,.\train\00021\01811_00000.png,21
1055,.\train\00021\01811_00001.png,21
1056,.\train\00021\01811_00002.png,21
1057,.\train\00021\01832_00000.png,21
1058,.\train\00021\01832_00001.png,21
1059,.\train\00021\01832_00002.png,21
1060,.\train\00021\01868_00000.png,21
1061,.\train\00021\01868_00001.png,21
1062,.\train\00021\01868_00002.png,21
1063,.\train\00021\01920_00000.png,21
1064,.\train\00021\01920_00001.png,21
1065,.\train\00021\01920_00002.png,21
1066,.\train\00021\01951_00000.png,21
1067,.\train\00021\01951_00001.png,21
1068,.\train\00021\01951_00002.png,21
1069,.\train\00022\00020_00000.png,22
1070,.\train\00022\00020_00001.png,22
1071,.\train\00022\00020_00002.png,22
1072,.\train\00022\00048_00000.png,22
1073,.\train\00022\00048_00001.png,22
1074,.\train\00022\00048_00002.png,22
1075,.\train\00022\00053_00000.png,22
1076,.\train\00022\00053_00001.png,22
1077,.\train\00022\00053_00002.png,22
1078,.\train\00022\00112_00000.png,22
1079,.\train\00022\00112_00001.png,22
1080,.\train\00022\00112_00002.png,22
1081,.\train\00022\00293_00000.png,22
1082,.\train\00022\00293_00001.png,22
1083,.\train\00022\00293_00002.png,22
1084,.\train\00022\00362_00000.png,22
1085,.\train\00022\00362_00001.png,22
1086,.\train\00022\00362_00002.png,22
1087,.\train\00022\00363_00000.png,22
1088,.\train\00022\00363_00001.png,22
1089,.\train\00022\00363_00002.png,22
1090,.\train\00022\00537_00000.png,22
1091,.\train\00022\00537_00001.png,22
1092,.\train\00022\00537_00002.png,22
1093,.\train\00022\00560_00000.png,22
1094,.\train\00022\00560_00001.png,22
1095,.\train\00022\00560_00002.png,22
1096,.\train\00022\00570_00000.png,22
1097,.\train\00022\00570_00001.png,22
1098,.\train\00022\00570_00002.png,22
1099,.\train\00022\00571_00000.png,22
1100,.\train\00022\00571_00001.png,22
1101,.\train\00022\00571_00002.png,22
1102,.\train\00022\00665_00000.png,22
1103,.\train\00022\00665_00001.png,22
1104,.\train\00022\00665_00002.png,22
1105,.\train\00022\00678_00000.png,22
1106,.\train\00022\00678_00001.png,22
1107,.\train\00022\00678_00002.png,22
1108,.\train\00022\00687_00000.png,22
1109,.\train\00022\00687_00001.png,22
1110,.\train\00022\00687_00002.png,22
1111,.\train\00022\00697_00000.png,22
1112,.\train\00022\00697_00001.png,22
1113,.\train\00022\00697_00002.png,22
1114,.\train\00022\00702_00000.png,22
1115,.\train\00022\00702_00001.png,22
1116,.\train\00022\00702_00002.png,22
1117,.\train\00022\00713_00000.png,22
1118,.\train\00022\00713_00001.png,22
1119,.\train\00022\00713_00002.png,22
1120,.\train\00022\00713_00003.png,22
1121,.\train\00022\00717_00000.png,22
1122,.\train\00022\00717_00001.png,22
1123,.\train\00022\00717_00002.png,22
1124,.\train\00022\00725_00000.png,22
1125,.\train\00022\00725_00001.png,22
1126,.\train\00022\00725_00002.png,22
1127,.\train\00022\00727_00000.png,22
1128,.\train\00022\00727_00001.png,22
1129,.\train\00022\00727_00002.png,22
1130,.\train\00022\00840_00000.png,22
1131,.\train\00022\00840_00001.png,22
1132,.\train\00022\00840_00002.png,22
1133,.\train\00022\00843_00000.png,22
1134,.\train\00022\00843_00001.png,22
1135,.\train\00022\00843_00002.png,22
1136,.\train\00022\00878_00000.png,22
1137,.\train\00022\00878_00001.png,22
1138,.\train\00022\00878_00002.png,22
1139,.\train\00022\00882_00000.png,22
1140,.\train\00022\00882_00001.png,22
1141,.\train\00022\00882_00002.png,22
1142,.\train\00022\00883_00000.png,22
1143,.\train\00022\00883_00001.png,22
1144,.\train\00022\00883_00002.png,22
1145,.\train\00022\00888_00000.png,22
1146,.\train\00022\00888_00001.png,22
1147,.\train\00022\00888_00002.png,22
1148,.\train\00022\00891_00000.png,22
1149,.\train\00022\00891_00001.png,22
1150,.\train\00022\00891_00002.png,22
1151,.\train\00022\00892_00000.png,22
1152,.\train\00022\00892_00001.png,22
1153,.\train\00022\00892_00002.png,22
1154,.\train\00022\00895_00000.png,22
1155,.\train\00022\00895_00001.png,22
1156,.\train\00022\00895_00002.png,22
1157,.\train\00022\00896_00000.png,22
1158,.\train\00022\00896_00001.png,22
1159,.\train\00022\00896_00002.png,22
1160,.\train\00022\00905_00000.png,22
1161,.\train\00022\00905_00001.png,22
1162,.\train\00022\00905_00002.png,22
1163,.\train\00022\00907_00000.png,22
1164,.\train\00022\00907_00001.png,22
1165,.\train\00022\00907_00002.png,22
1166,.\train\00022\00907_00003.png,22
1167,.\train\00022\00925_00000.png,22
1168,.\train\00022\00925_00001.png,22
1169,.\train\00022\00925_00002.png,22
1170,.\train\00022\00926_00000.png,22
1171,.\train\00022\00926_00001.png,22
1172,.\train\00022\00929_00000.png,22
1173,.\train\00022\00929_00001.png,22
1174,.\train\00022\00929_00002.png,22
1175,.\train\00022\00932_00000.png,22
1176,.\train\00022\00932_00001.png,22
1177,.\train\00022\00932_00002.png,22
1178,.\train\00022\00936_00000.png,22
1179,.\train\00022\00936_00001.png,22
1180,.\train\00022\00936_00002.png,22
1181,.\train\00022\00939_00000.png,22
1182,.\train\00022\00939_00001.png,22
1183,.\train\00022\00939_00002.png,22
1184,.\train\00022\00946_00000.png,22
1185,.\train\00022\00946_00001.png,22
1186,.\train\00022\00946_00002.png,22
1187,.\train\00022\00954_00000.png,22
1188,.\train\00022\00954_00001.png,22
1189,.\train\00022\00954_00002.png,22
1190,.\train\00022\00956_00000.png,22
1191,.\train\00022\00956_00001.png,22
1192,.\train\00022\00956_00002.png,22
1193,.\train\00022\00956_00003.png,22
1194,.\train\00022\01014_00000.png,22
1195,.\train\00022\01014_00001.png,22
1196,.\train\00022\01014_00002.png,22
1197,.\train\00022\01014_00003.png,22
1198,.\train\00022\01015_00000.png,22
1199,.\train\00022\01015_00001.png,22
1200,.\train\00022\01015_00002.png,22
1201,.\train\00022\01033_00000.png,22
1202,.\train\00022\01033_00001.png,22
1203,.\train\00022\01033_00002.png,22
1204,.\train\00022\01042_00000.png,22
1205,.\train\00022\01042_00001.png,22
1206,.\train\00022\01042_00002.png,22
1207,.\train\00022\01043_00000.png,22
1208,.\train\00022\01043_00001.png,22
1209,.\train\00022\01043_00002.png,22
1210,.\train\00022\01044_00000.png,22
1211,.\train\00022\01044_00001.png,22
1212,.\train\00022\01044_00002.png,22
1213,.\train\00022\01046_00000.png,22
1214,.\train\00022\01046_00001.png,22
1215,.\train\00022\01046_00002.png,22
1216,.\train\00022\01047_00000.png,22
1217,.\train\00022\01047_00001.png,22
1218,.\train\00022\01047_00002.png,22
1219,.\train\00022\01051_00000.png,22
1220,.\train\00022\01051_00001.png,22
1221,.\train\00022\01051_00002.png,22
1222,.\train\00022\01053_00000.png,22
1223,.\train\00022\01053_00001.png,22
1224,.\train\00022\01053_00002.png,22
1225,.\train\00022\01054_00000.png,22
1226,.\train\00022\01054_00001.png,22
1227,.\train\00022\01054_00002.png,22
1228,.\train\00022\01055_00000.png,22
1229,.\train\00022\01055_00001.png,22
1230,.\train\00022\01055_00002.png,22
1231,.\train\00022\01057_00000.png,22
1232,.\train\00022\01057_00001.png,22
1233,.\train\00022\01057_00002.png,22
1234,.\train\00022\01064_00000.png,22
1235,.\train\00022\01064_00001.png,22
1236,.\train\00022\01064_00002.png,22
1237,.\train\00022\01065_00000.png,22
1238,.\train\00022\01065_00001.png,22
1239,.\train\00022\01065_00002.png,22
1240,.\train\00022\01066_00000.png,22
1241,.\train\00022\01066_00001.png,22
1242,.\train\00022\01066_00002.png,22
1243,.\train\00022\01067_00000.png,22
1244,.\train\00022\01067_00001.png,22
1245,.\train\00022\01067_00002.png,22
1246,.\train\00022\01073_00000.png,22
1247,.\train\00022\01073_00001.png,22
1248,.\train\00022\01073_00002.png,22
1249,.\train\00022\01074_00000.png,22
1250,.\train\00022\01074_00001.png,22
1251,.\train\00022\01074_00002.png,22
1252,.\train\00022\01084_00000.png,22
1253,.\train\00022\01084_00001.png,22
1254,.\train\00022\01084_00002.png,22
1255,.\train\00022\01092_00000.png,22
1256,.\train\00022\01092_00001.png,22
1257,.\train\00022\01092_00002.png,22
1258,.\train\00022\01099_00000.png,22
1259,.\train\00022\01099_00001.png,22
1260,.\train\00022\01099_00002.png,22
1261,.\train\00022\01105_00000.png,22
1262,.\train\00022\01105_00001.png,22
1263,.\train\00022\01105_00002.png,22
1264,.\train\00022\01113_00000.png,22
1265,.\train\00022\01113_00001.png,22
1266,.\train\00022\01113_00002.png,22
1267,.\train\00022\01113_00003.png,22
1268,.\train\00022\01118_00000.png,22
1269,.\train\00022\01118_00001.png,22
1270,.\train\00022\01119_00000.png,22
1271,.\train\00022\01119_00001.png,22
1272,.\train\00022\01119_00002.png,22
1273,.\train\00022\01137_00000.png,22
1274,.\train\00022\01137_00001.png,22
1275,.\train\00022\01140_00000.png,22
1276,.\train\00022\01140_00001.png,22
1277,.\train\00022\01146_00000.png,22
1278,.\train\00022\01146_00001.png,22
1279,.\train\00022\01146_00002.png,22
1280,.\train\00022\01149_00000.png,22
1281,.\train\00022\01149_00001.png,22
1282,.\train\00022\01149_00002.png,22
1283,.\train\00022\01150_00000.png,22
1284,.\train\00022\01150_00001.png,22
1285,.\train\00022\01150_00002.png,22
1286,.\train\00022\01155_00000.png,22
1287,.\train\00022\01155_00001.png,22
1288,.\train\00022\01155_00002.png,22
1289,.\train\00022\01156_00000.png,22
1290,.\train\00022\01156_00001.png,22
1291,.\train\00022\01156_00002.png,22
1292,.\train\00022\01168_00000.png,22
1293,.\train\00022\01168_00001.png,22
1294,.\train\00022\01168_00002.png,22
1295,.\train\00022\01169_00000.png,22
1296,.\train\00022\01169_00001.png,22
1297,.\train\00022\01169_00002.png,22
1298,.\train\00022\01171_00000.png,22
1299,.\train\00022\01171_00001.png,22
1300,.\train\00022\01171_00002.png,22
1301,.\train\00022\01171_00003.png,22
1302,.\train\00022\01173_00000.png,22
1303,.\train\00022\01173_00001.png,22
1304,.\train\00022\01173_00002.png,22
1305,.\train\00022\01210_00000.png,22
1306,.\train\00022\01210_00001.png,22
1307,.\train\00022\01210_00002.png,22
1308,.\train\00022\01213_00000.png,22
1309,.\train\00022\01213_00001.png,22
1310,.\train\00022\01213_00002.png,22
1311,.\train\00022\01221_00000.png,22
1312,.\train\00022\01221_00001.png,22
1313,.\train\00022\01221_00002.png,22
1314,.\train\00022\01224_00000.png,22
1315,.\train\00022\01224_00001.png,22
1316,.\train\00022\01224_00002.png,22
1317,.\train\00022\01245_00000.png,22
1318,.\train\00022\01245_00001.png,22
1319,.\train\00022\01245_00002.png,22
1320,.\train\00022\01246_00000.png,22
1321,.\train\00022\01246_00001.png,22
1322,.\train\00022\01246_00002.png,22
1323,.\train\00022\01250_00000.png,22
1324,.\train\00022\01250_00001.png,22
1325,.\train\00022\01250_00002.png,22
1326,.\train\00022\01251_00000.png,22
1327,.\train\00022\01251_00001.png,22
1328,.\train\00022\01251_00002.png,22
1329,.\train\00022\01252_00000.png,22
1330,.\train\00022\01252_00001.png,22
1331,.\train\00022\01252_00002.png,22
1332,.\train\00022\01255_00000.png,22
1333,.\train\00022\01255_00001.png,22
1334,.\train\00022\01255_00002.png,22
1335,.\train\00022\01265_00000.png,22
1336,.\train\00022\01265_00001.png,22
1337,.\train\00022\01265_00002.png,22
1338,.\train\00022\01268_00000.png,22
1339,.\train\00022\01268_00001.png,22
1340,.\train\00022\01268_00002.png,22
1341,.\train\00022\01289_00000.png,22
1342,.\train\00022\01289_00001.png,22
1343,.\train\00022\01289_00002.png,22
1344,.\train\00022\01292_00000.png,22
1345,.\train\00022\01292_00001.png,22
1346,.\train\00022\01292_00002.png,22
1347,.\train\00022\01295_00000.png,22
1348,.\train\00022\01295_00001.png,22
1349,.\train\00022\01295_00002.png,22
1350,.\train\00022\01302_00000.png,22
1351,.\train\00022\01302_00001.png,22
1352,.\train\00022\01302_00002.png,22
1353,.\train\00022\01303_00000.png,22
1354,.\train\00022\01303_00001.png,22
1355,.\train\00022\01303_00002.png,22
1356,.\train\00022\01312_00000.png,22
1357,.\train\00022\01312_00001.png,22
1358,.\train\00022\01312_00002.png,22
1359,.\train\00022\01367_00000.png,22
1360,.\train\00022\01367_00001.png,22
1361,.\train\00022\01367_00002.png,22
1362,.\train\00022\01421_00000.png,22
1363,.\train\00022\01421_00001.png,22
1364,.\train\00022\01421_00002.png,22
1365,.\train\00022\01424_00000.png,22
1366,.\train\00022\01424_00001.png,22
1367,.\train\00022\01424_00002.png,22
1368,.\train\00022\01453_00000.png,22
1369,.\train\00022\01470_00000.png,22
1370,.\train\00022\01470_00001.png,22
1371,.\train\00022\01470_00002.png,22
1372,.\train\00022\01480_00000.png,22
1373,.\train\00022\01480_00001.png,22
1374,.\train\00022\01480_00002.png,22
1375,.\train\00022\01493_00000.png,22
1376,.\train\00022\01493_00001.png,22
1377,.\train\00022\01493_00002.png,22
1378,.\train\00022\01523_00000.png,22
1379,.\train\00022\01523_00001.png,22
1380,.\train\00022\01523_00002.png,22
1381,.\train\00022\01527_00000.png,22
1382,.\train\00022\01527_00001.png,22
1383,.\train\00022\01527_00002.png,22
1384,.\train\00022\01546_00000.png,22
1385,.\train\00022\01546_00001.png,22
1386,.\train\00022\01546_00002.png,22
1387,.\train\00022\01550_00000.png,22
1388,.\train\00022\01550_00001.png,22
1389,.\train\00022\01550_00002.png,22
1390,.\train\00022\01560_00000.png,22
1391,.\train\00022\01560_00001.png,22
1392,.\train\00022\01560_00002.png,22
1393,.\train\00022\01620_00000.png,22
1394,.\train\00022\01620_00001.png,22
1395,.\train\00022\01620_00002.png,22
1396,.\train\00022\01626_00000.png,22
1397,.\train\00022\01626_00001.png,22
1398,.\train\00022\01626_00002.png,22
1399,.\train\00022\01627_00000.png,22
1400,.\train\00022\01627_00001.png,22
1401,.\train\00022\01627_00002.png,22
1402,.\train\00022\01633_00000.png,22
1403,.\train\00022\01633_00001.png,22
1404,.\train\00022\01633_00002.png,22
1405,.\train\00022\01636_00000.png,22
1406,.\train\00022\01636_00001.png,22
1407,.\train\00022\01636_00002.png,22
1408,.\train\00022\01639_00000.png,22
1409,.\train\00022\01639_00001.png,22
1410,.\train\00022\01639_00002.png,22
1411,.\train\00022\01644_00000.png,22
1412,.\train\00022\01644_00001.png,22
1413,.\train\00022\01644_00002.png,22
1414,.\train\00022\01655_00000.png,22
1415,.\train\00022\01655_00001.png,22
1416,.\train\00022\01655_00002.png,22
1417,.\train\00022\01660_00000.png,22
1418,.\train\00022\01660_00001.png,22
1419,.\train\00022\01660_00002.png,22
1420,.\train\00022\01665_00000.png,22
1421,.\train\00022\01665_00001.png,22
1422,.\train\00022\01665_00002.png,22
1423,.\train\00022\01668_00000.png,22
1424,.\train\00022\01668_00001.png,22
1425,.\train\00022\01668_00002.png,22
1426,.\train\00022\01671_00000.png,22
1427,.\train\00022\01671_00001.png,22
1428,.\train\00022\01671_00002.png,22
1429,.\train\00022\01676_00000.png,22
1430,.\train\00022\01676_00001.png,22
1431,.\train\00022\01676_00002.png,22
1432,.\train\00022\01683_00000.png,22
1433,.\train\00022\01683_00001.png,22
1434,.\train\00022\01683_00002.png,22
1435,.\train\00022\01696_00000.png,22
1436,.\train\00022\01696_00001.png,22
1437,.\train\00022\01696_00002.png,22
1438,.\train\00022\01712_00000.png,22
1439,.\train\00022\01712_00001.png,22
1440,.\train\00022\01712_00002.png,22
1441,.\train\00022\01786_00000.png,22
1442,.\train\00022\01786_00001.png,22
1443,.\train\00022\01786_00002.png,22
1444,.\train\00023\00465_00000.png,23
1445,.\train\00023\00465_00001.png,23
1446,.\train\00023\00465_00002.png,23
